nid,title,anyo_produccion,body_value
1322,"El mejor papá del mundo",1941,"Un prestigioso abogado que representa a una firma internacional se ve envuelto en una compleja trama de intereses, que ponen en juego su ética profesional, por lo que su hijo intentará darle una lección."
1338,"Mercado de abasto",1955,"Un rufián y un comerciante se disputan el amor de dulce jovencita que atiende un puesto en el mercado."
1345,"México, la revolución congelada",1971,"Un profundo análisis de la realidad socio-política de México, dentro del contexto histórico de la Revolución Mexicana. Incluye material de archivo de los años 1910, entrevistas con campesinos, políticos, intelectuales, clase media, sindicalistas, etc. Escenas de la vida de una familia indígena en Chiapas, sus rituales religiosos, sus cultivos, juicios y escuelas bilingües. El film termina con la masacre en la Plaza de Tlatelolco en 1968, durante las infames Olimpiadas."
1379,"Otra esperanza",1984,"Basado en un relato de Bioy Casares, la anécdota pone el acento en la casual y constante desaparición de los obreros de una fábrica, al mismo tiempo que hay empleados
sordomudos dedicados a transportar grandes barriles
metálicos. Como se trata de una usina, los patrones
y sus científicos obtienen la energía eléctrica con crueles conexiones en el cuerpo de las víctimas, hasta la epopeya de su liberación."
1380,"1000 boomerangs",1995,"Una banda de rock estadounidense viene a tocar a Buenos Aires pero el recital se suspende por culpa de la final de fútbol y los integrantes del conjunto deciden trasladarse a una casa de campo para divertirse el fin de semana."
1383,"Mil intentos y un invento",1972,"Película de dibujos animados -estrenada originalmente el 14 de septiembre de 1972- en la que el protagonista, Anteojito, busca inventar la fórmula de la invisibilidad."
1392,"Pajarito Gómez -una vida feliz-",1965,"Creación, ascenso y caída de un cantante <i>nuevaolero</i> y exclusivamente mediático."
1398,"Las minas de Salomón Rey",1986,"Salomón Rey es un exitoso empresario que mantiene relaciones amorosas con dos mujeres. Ninguna sabe de la existencia de la otra, pero un tapado de visón hará que las cosas se compliquen."
1428,"Paraíso Relax (Casa de masajes)",1988,"Dos hermanos se quedan con la plata de un negocio mafioso y ponen una casa de masajes."
1438,"La parte del león",1978,"Es la historia de un hombre común y corriente que encuentra el dinero que fue robado de un banco. "
1459,"Los mochileros",1970,"Dos jóvenes argentinos deciden cambiar de vida y se van a recorrer todo el país como mochileros."
1464,"La patota",1960,"Es la historia de una joven y atractiva profesora, Paula Vidal Ugarte, recién recibida, que acepta tomar una cátedra de filosofía en una escuela nocturna ubicada en una zona marginal de Buenos Aires. Allí, la docente, despierta las fantasías más perversas de un grupo de alumnos, que pertenecen a una patota del barrio. En medio de una situación confusa, Paula es violada cruelmente por la patota, en lugar de una prostituta a la que los "muchachos" vienen acechando desde hace rato.
"
1466,Patrón,1993,"Un estanciero está llegando a viejo y no tiene hijos, por eso se casa con una adolescente, hija de un peón ya muerto. La joven acepta la situación de manera sumisa. O eso parece."
1471,"Monte criollo",1935,"Narra la historia de una mujer y dos hombres, dueños de una casa de baile y juego clandestino, que llegan a la cima de la popularidad y luego caen."
1472,"Paula cautiva",1963,"Un argentino que vive hace quince años en los Estados Unidos vuelve al país para cerrar un negocio junto a un colega norteamericano. Aquí se encontrará con Paula, una joven perteneciente a una aristocracia en decadencia de la que se enamorará, y también chocará con los vaivenes políticos de su ex patria."
1474,"Paula contra la mitad más uno",1971,"Una joven decide raptar al equipo de Boca Juniors."
1487,"La muchachada de a bordo",1936,"Una comedia en donde un conscripto de la marina se enfrenta con su superior por el amor de una muchacha."
1489,"La muchachada de a bordo",1966,"Una comedia en donde un conscripto de la marina se enfrenta con su superior por el amor de una muchacha."
1496,Muchacho,1970,"Una chica de la alta sociedad se enamora de un isleño pobre que conoce en una lancha en el delta. Su padre millonario se opone a este amor."
1502,Peperina,1995,"Pelicula semidocumental que mezcla el recital que dio Serú Giran en el estadio de River Plate a fines del año 1992 con la historia de una fanática del grupo en la que Charly García se inspiró para escribir la canción Peperina."
1503,"Los muchachos de antes no usaban arsénico",1976,"Una actriz retirada, su marido y dos amigos viven en una casona alejada. Ella quiere vender la mansión, pero los tres hombres -muy unidos entre sí- se niegan. Una joven llegará para tratar de convencerlos, pero no sabe que tienen oculto un as bajo la manga."
1506,"Los muchachos de antes no usaban gomina",1936,"Un joven de buena familia que aconsejado por su padre, rompe con una relación para casarse con una chica de la alta sociedad. Ya en la madurez, casado, viejo y aburrido, rememora con tristeza los tiempos pasados.
"
1508,"Los muchachos de antes no usaban gomina",1969,"Un joven de buena familia que aconsejado por su padre, rompe con una relación para casarse con una chica de la alta sociedad. Ya en la madurez, casado, viejo y aburrido, rememora con tristeza los tiempos pasados."
1509,"Perdido por perdido",1993,"Un hombre con urgencias monetarias decide fingir el robo de su auto para cobrar el seguro, pero las cosas se complicarán porque el investigador de la aseguradora comenzará a investigar de más."
1512,"Los muchachos de mi barrio",1970,"Un cantor exitoso vuelve a su tierra natal y se reencuentra con sus viejos amigos."
1517,"Perón: Actualización política y doctrinaria para la toma del poder",1971,"Entrevista a Juan Domingo Perón a cargo de Octavio Getino y Fernando Solanas, realizada en Madrid entre junio y octubre de 1971"
1518,"La muerte blanca",1985,"Un policía e investigador de la DEA se infiltra en la organización de un productor de cocaína en América del Sur. En ese país se planea un golpe militar. Bizarra coproducción de la empresa argentina Aries y New Horizonts, factoría del realizador y productor norteamericano Roger Corman. El protagónico estuvo a cargo de John Schneider, intérprete de la serie "Los duques de Hazzard"."
1519,"Perón, la revolución justicialista",1971,"Entrevista a Juan Domingo Perón a cargo de Octavio Getino y Fernando Solanas, realizada en Madrid entre junio y octubre de 1971."
1540,"Picado fino",1993,"Los conflictos de un joven, su novia embarazada y su amante.
"
1541,"Una mujer de la calle",1939,"Esta es la historia de una mujer que regresa a su barrio después de una larga ausencia y dejando atrás dudosas compañías. Su llegada ocasiona desgracias y desempolva oscuros sentimientos olvidados."
1548,"La ciénaga",2000,"Dos familias -una de clase media urbana y otra de productores rurales en decadencia- se entrecruzan en el sopor provinciano de una Salta caótica e inmutable, donde nada sucede pero todo está a punto de estallar."
1550,"La pícara soñadora",1956,"Una vendedora de tienda vive en la sección mueblería sin que nadie lo sepa."
1578,"Una mujer, un pueblo",1970,"Film documental sobre Eva Perón."
1580,"Plata dulce",1982,"Un hombre se encuentra con un ex compañero de la colimba que le ofrece un negocio redondo. La plata comienza a venir a raudales, pero las cosas cambiarán de un día para el otro."
1590,"La pluma del ángel",1992,"Un joven trata de superar las muertes accidentales de dos hermanos y la disolución de su familia, mientras intenta lograr un equilibrio emocional que le permita seguir viviendo."
1598,"La murga",1963,"Todos los integrantes de una murga se unen para ayudar a su director que está enfermo de polio.
"
1604,"Un muro de silencio",1993,"Una directora de cine inglesa llega a Buenos Aires para filmar la historia de Silvia, esposa de un desaparecido durante la dictadura militar."
1630,"¡Qué tiempos aquéllos!",1951,"Recopilación de cortos del cine mudo norteamericano, entre los que aparecen comentarios y diálogos de Tincho Zabala, Juan Laborde y otros actores argentinos."
1631,"Prima Rock",1982,"Documental que registra el festival Prima Rock, que se llevó a cabo en Ezeiza en septiembre del '81."
1655,Rapado,1992,"Un joven veinteañero, al que le roban su motocicleta, a su vez se apodera de un vehículo similar en vez de hacer la correspondiente denuncia. Es esta trama el énfasis aparece como lo prohibido inclinándose por la sutileza descriptiva
monocorde y aséptica."
1662,"El profesor hippie",1969,"Un profesor de un colegio nacional de ideas renovadoras, se enfrenta con los directivos para que los alumnos puedan realizar un festival artístico en el salón de la escuela."
1663,"Los ratones",1965,"Francisco, un disconforme con su vida de oficinista, se traslada a un pueblo del interior. Olga es una mujer frívola y bella que encontrará en Claudio, un joven escritor italiano, el amor limpio que se le negara hasta entonces."
1680,"Reina Salvaje",1984,"Una historia ambientada en los días del imperio romano. Una pequeña villa es atracada por tropas romanas. La mayoría de los aldeanos son arrastrados a la muerte o a ser esclavos. Sólo tres mujeres sobrevivieron y lograron escapar. Juraron rescatar a su pueblo y vengarse de los enemigos."
1692,"La República perdida",1983,"Documental acerca de la historia argentina que abarca el período comprendido entre 1930 y 1976."
1695,"La República perdida II",1986,"Segunda parte del documental histórico. En este caso, revisa el período de la dictadura militar en la Argentina de 1976."
1706,"Revancha de un amigo",1987,"En el ocaso de la dictadura, un exiliado político regresa a Buenos Aires para visitar a su madre moribunda y descubre un secreto acerca de la misteriosa muerte de su padre y la desaparición de un amigo."
1710,"... (Puntos suspensivos)",1970,"<li>Incluye un fragmento de <i>Nosferatu</i> (F. W. Murnau, 1922).</li>"
1711,"El rey de los exhortos",1979,"Un abogado, luego de la muerte de su esposa, tiene problemas para mantener una relación sexual normal, hasta que se enamora de la ex mujer de su mejor cliente y viven un secreto romance."
1724,Tango!,1933,"Esta es la historia de una muchacha del arrabal, que desoye las palabras de un hombre que realmente la quiere y se fuga con el guapo del barrio."
